ionMz,Top annotation name,mansuy8_059,mansuy8_059,mansuy8_036,mansuy8_036,mansuy8_054,mansuy8_054,mansuy8_030,mansuy8_030,mansuy8_074,mansuy8_074,mansuy8_011,mansuy8_011,mansuy8_049,mansuy8_049,mansuy8_005,mansuy8_005,mansuy8_044,mansuy8_044,mansuy8_032,mansuy8_032,mansuy8_050,mansuy8_050,mansuy8_020,mansuy8_020,mansuy8_024,mansuy8_024,mansuy8_019,mansuy8_019,mansuy8_060,mansuy8_060,mansuy8_017,mansuy8_017,mansuy8_070,mansuy8_070,mansuy8_033,mansuy8_033,mansuy8_068,mansuy8_068,mansuy8_055,mansuy8_055,mansuy8_031,mansuy8_031,mansuy8_034,mansuy8_034,mansuy8_018,mansuy8_018,mansuy8_066,mansuy8_066,mansuy8_080,mansuy8_080,mansuy8_041,mansuy8_041,mansuy8_027,mansuy8_027,mansuy8_056,mansuy8_056,mansuy8_071,mansuy8_071,mansuy8_043,mansuy8_043,mansuy8_012,mansuy8_012,mansuy8_029,mansuy8_029,mansuy8_035,mansuy8_035,mansuy8_015,mansuy8_015,mansuy8_078,mansuy8_078,mansuy8_004,mansuy8_004,mansuy8_079,mansuy8_079,mansuy8_064,mansuy8_064,mansuy8_077,mansuy8_077,mansuy8_040,mansuy8_040,mansuy8_039,mansuy8_039,mansuy8_028,mansuy8_028,mansuy8_065,mansuy8_065,mansuy8_023,mansuy8_023,mansuy8_053,mansuy8_053,mansuy8_022,mansuy8_022,mansuy8_026,mansuy8_026,mansuy8_072,mansuy8_072,mansuy8_063,mansuy8_063,mansuy8_061,mansuy8_061,mansuy8_069,mansuy8_069,mansuy8_062,mansuy8_062,mansuy8_067,mansuy8_067,mansuy8_076,mansuy8_076,mansuy8_073,mansuy8_073,mansuy8_045,mansuy8_045,mansuy8_014,mansuy8_014,mansuy8_057,mansuy8_057,mansuy8_025,mansuy8_025,mansuy8_010,mansuy8_010,mansuy8_021,mansuy8_021,mansuy8_042,mansuy8_042,mansuy8_037,mansuy8_037,mansuy8_016,mansuy8_016,mansuy8_075,mansuy8_075,mansuy8_051,mansuy8_051,mansuy8_038,mansuy8_038,mansuy8_052,mansuy8_052,mansuy8_006,mansuy8_006,mansuy8_112,mansuy8_112,mansuy8_102,mansuy8_102,mansuy8_108,mansuy8_108,mansuy8_100,mansuy8_095,mansuy8_095,mansuy8_101,mansuy8_101,mansuy8_103,mansuy8_103,mansuy8_098,mansuy8_098,mansuy8_113,mansuy8_113,mansuy8_116,mansuy8_116,mansuy8_096,mansuy8_096,mansuy8_105,mansuy8_105,mansuy8_089,mansuy8_089,mansuy8_086,mansuy8_086,mansuy8_114,mansuy8_114,mansuy8_107,mansuy8_107,mansuy8_104,mansuy8_104,mansuy8_111,mansuy8_111,mansuy8_097,mansuy8_097,mansuy8_081,mansuy8_081,mansuy8_082,mansuy8_082,mansuy8_088,mansuy8_088,mansuy8_092,mansuy8_092,mansuy8_094,mansuy8_094,mansuy8_115,mansuy8_115,mansuy8_093,mansuy8_093,mansuy8_085,mansuy8_085,mansuy8_084,mansuy8_084,mansuy8_087,mansuy8_087,mansuy8_083,mansuy8_083,mansuy8_099,mansuy8_099,mansuy8_091,mansuy8_091,mansuy8_109,mansuy8_109,mansuy8_106,mansuy8_106,mansuy8_090,mansuy8_090,mansuy8_110,mansuy8_110
230.1315,Aminophenazone,14572,19315,16679,15593,19473,17425,16313,17783,15590,14787,16684,16323,16559,15299,17943,17544,16652,17248,16941,18222,18725,18500,16554,18138,20040,16851,20211,19106,18732,17488,17017,18072,17776,17976,17446,17596,16489,17045,20461,21083,17593,19430,15478,17858,18044,17217,18317,16274,19026,18211,17700,18280,19445,16986,19125,18292,17280,18625,16259,17392,16967,16413,16490,19570,19199,19262,17024,18324,18828,18463,19675,17625,18946,14838,16963,18931,18584,18079,16899,16200,16473,16228,15309,17704,17000,17792,18116,17649,15912,17936,18660,15133,16415,17456,18502,15676,19733,15946,16822,19346,14770,15065,16009,15993,15555,18808,15685,17546,15108,17162,17089,17388,17917,16055,17448,17823,19549,18347,18394,17058,16941,17245,18184,16988,17579,20225,17199,18999,18438,17121,17336,15030,17711,17514,17785,17401,18965,18035,17401,17241,18105,16965,17738,20395,18612,17948,17174,18057,16504,16919,18027,16918,15932,21710,17731,19959,19423,15649,20300,18888,19288,16760,18981,17702,16291,18663,21037,18844,18281,17224,17771,17597,18904,18267,17938,17290,17918,15655,18236,16035,17965,18378,17378,17876,17872,20167,17957,18012,17520,15967,18605,21262,17141,18688,15749,18184,16990,18641,16381,17657,20302,19903,18919,18879,19365,18339,17365,18001,18457
230.9957,"2,4-Dihydroxyacetophenone 5-sulfate",18248,20213,19503,16483,16747,19125,16287,16178,16761,16676,17965,16985,16867,16062,16698,14174,17493,15865,18064,17230,16346,14118,15626,15897,14700,15758,16703,15289,14191,14550,15963,16726,16666,15863,16853,14663,17071,14751,15783,15044,16438,16546,14493,16434,18553,17184,16032,17862,17416,15632,15425,17144,15461,17700,16491,15703,18014,15930,16320,15616,15993,16204,18562,15386,15905,15497,18103,19222,16725,17829,15979,18816,15920,17527,16922,14653,15684,15665,14738,17402,15679,14881,16244,15052,15968,16921,15144,17334,16413,16172,16139,15500,19200,19247,15159,17165,16170,16822,17102,19750,18280,18444,15072,15819,14858,17446,14343,15993,15060,15585,17099,14937,16128,14857,17032,15323,17668,18896,19808,20263,18690,18590,15389,15732,18829,16373,17666,19609,17429,15087,15452,19397,15134,16201,18127,18674,15661,16515,17104,14323,14706,15507,15963,15736,15367,18669,17851,17926,15570,18180,15765,16314,17137,16310,14800,15803,15753,18310,14743,16469,15190,16523,15192,14269,18096,13934,14736,17743,17192,15309,16266,18382,18685,15812,15025,18372,15294,13764,16289,14196,16019,15647,14116,19743,14665,14775,17066,14720,13883,16501,15900,15338,15447,16241,17630,15972,15911,16321,19467,16001,17380,16592,16164,15148,15350,15126,14879,15068,15578
231.0293,"4-Hydroxy-8-methoxy-2H-furo[2,3-h]-1-benzopyran-2-one",14179,12724,16162,15689,14220,14046,14299,14787,12670,14466,16372,14857,16123,14198,15943,14401,14560,14718,14976,14509,13246,15493,14278,14907,14939,14703,15707,13419,14684,13599,14042,16908,14306,14031,15275,13428,14694,13789,13989,14727,14335,13735,13484,16897,14132,16202,14574,13818,14582,13780,15981,14141,13969,14431,13392,14314,14066,15090,13550,14129,15278,15792,16027,15713,16104,15237,14355,13925,15015,14891,15777,13797,16221,13102,14888,14921,13895,12526,14208,14337,18323,15419,14061,15638,14740,14789,16113,16500,15334,15116,13943,14325,15829,17434,16870,14616,14977,16504,13142,15681,14621,15385,14417,16354,16774,15744,14535,14245,13722,14060,15606,17103,12952,15065,16200,16984,13369,14679,16632,16125,16914,14310,14288,15259,14103,14076,17607,15627,16487,15455,17711,14037,14792,14486,14957,14668,14423,16030,15261,14312,15575,14290,15290,15364,15227,15147,14660,15512,15177,15418,14738,12297,16108,13085,14135,14449,12887,14937,14558,15540,13739,13416,15859,15735,16578,13725,17279,14742,15178,14612,14517,14450,15190,13470,16413,14102,15396,16113,13469,15797,15129,15861,15238,15510,17695,13067,14516,13847,15336,15664,13429,14852,14663,14764,15453,16301,16068,17268,16795,15080,16988,16460,16613,13596,14751,13318,12700,16140,13977
231.0487,"(2E,11Z)-5-[5-(Methylthio)-4-penten-2-ynyl]-2-furanacrolein",34000,38499,36192,37582,35248,32852,34823,35278,38446,33095,32755,30161,30265,32755,31538,32493,33762,38563,36093,33985,30650,34027,35946,35150,32707,31286,28651,31634,29584,31098,33923,32929,32310,30806,32251,31626,30703,33708,33770,37732,34019,34638,31556,31966,38098,36511,35568,33728,33701,34934,32178,30854,31325,33611,34253,35609,34398,36411,32381,29660,33553,32837,32808,34503,35661,34025,36968,35933,33582,33980,33286,33456,31459,32862,33462,34329,34972,35437,35035,32290,33088,35886,35075,31032,34200,34122,32904,31986,36615,36405,34094,32993,36872,36982,33451,33481,33885,33315,34554,31473,29919,32177,31376,33920,33557,30636,32498,34358,35392,34415,34904,35022,35074,36173,34635,32884,34735,33455,37694,38316,30581,37289,33759,33550,33339,37625,32001,30527,32409,33472,32124,40058,34189,33369,36707,32275,41426,36437,29242,29665,34762,34118,34881,31456,31167,35351,35366,29656,29083,30431,36389,34474,31399,31350,30147,34259,36864,34617,28702,32027,31255,29336,33208,30087,30308,31380,28184,33294,31861,31677,32837,33553,33416,30709,31178,32124,30903,32442,31596,31872,36028,27955,31756,31683,32894,31713,29333,27934,27544,31896,29676,29928,31618,35590,33842,31334,34242,33852,34276,32334,33406,32941,34196,32692,31506,35676,32494,31542,31526
231.0774,Nalidixic Acid,27310,28214,29515,28286,34129,34036,31512,29897,31661,30565,31047,30854,29981,31343,31694,31008,35262,33792,32869,32490,34773,30820,31940,32457,36074,33644,37713,36043,34734,35303,33205,30080,30160,32012,35836,32558,35307,29673,36987,39495,33449,31865,33243,29902,31223,34280,34022,31987,34298,35084,33965,35350,32401,31247,37072,37933,39082,32974,33928,32008,33152,31500,31475,32443,32676,34284,37223,35745,34268,34520,31918,34280,30981,32919,32954,33785,34609,31881,34052,33824,32696,30771,32693,31665,29689,30547,33128,31489,29683,29318,30441,31990,32601,31158,32353,35137,30405,32768,30930,30347,30117,30406,31176,32935,31354,31370,33194,31015,29807,31111,33771,33621,29877,32911,32926,34411,36002,36111,35812,32802,33788,33372,34877,32059,35302,33581,34509,37078,31990,31757,33430,35343,34526,33435,34691,32219,38909,37365,34225,34227,34355,36399,36543,36102,37160,31584,32682,34829,32277,35157,33481,33750,33806,37651,36528,38036,37201,37031,37119,38481,34177,37351,37872,30735,31354,38204,40228,35424,35716,36784,33821,34530,36492,35886,35553,37871,36896,38379,37596,37088,34145,34870,39294,37592,34874,40658,37371,34768,35063,36505,32448,36766,32881,39548,37776,35999,38638,34237,35369,35654,33943,32741,35370,39029,34169,38514,42899,34957,33419
231.0981,N2-Succinyl-L-ornithine,14098,14360,14475,14778,15345,13255,14953,14741,14902,14300,14585,15413,14683,15223,15144,15417,15320,14201,15874,16786,13742,14169,17326,14198,15670,14945,15009,16540,15757,14477,15364,15065,15650,15735,13992,14213,14418,14980,14722,15060,14160,16968,15517,15586,16070,14527,15288,15527,17381,13920,14993,13878,15048,15745,14878,16444,16885,15708,15907,15446,15317,13445,13724,15927,15761,16667,13305,16397,13936,15473,15865,15542,14203,15713,14010,14107,15616,13806,14093,16746,14630,15885,13197,13323,15556,16265,13997,13149,15212,13543,15289,15604,16705,13958,13087,14496,14064,15052,15292,15334,13215,15585,13563,15450,15238,16020,13055,15146,12151,14229,14117,12949,15241,15774,15396,13149,13173,17980,14905,15142,16635,12975,17146,15481,17223,16170,14836,14892,14353,14348,14660,13405,16142,15913,15578,17341,13562,14797,14748,14629,14916,13268,15777,16453,15475,15672,14337,14346,12660,12653,16044,12864,15337,14132,16412,16456,14012,15080,16179,13669,14907,15742,18449,13318,14828,14878,14821,13492,15745,15099,13232,15821,15848,14281,13725,15615,14857,13956,13263,14907,14163,16434,14503,14212,13510,12312,17340,15297,15267,15729,14546,15520,15335,14942,15037,15642,13598,14694,13289,15550,14140,16113,14744,16265,14829,12499,13158,14454,12830
231.1139,Melatonin,16900,17241,19820,18343,16916,20176,19541,20165,18476,21149,19118,18397,18857,19205,20596,20004,20923,21641,18820,20442,22637,20327,20164,20268,21620,21958,20904,20949,20898,22905,20994,21461,19914,21855,20280,21896,21906,18472,22309,21133,20170,21301,20741,18895,19597,19396,21076,21086,21587,23149,21279,21438,21774,20235,22806,24227,21696,19288,20329,22087,19245,20350,21014,20696,20379,21869,21260,20677,21904,21794,21079,20688,19402,21302,19067,20027,21193,20561,23057,20623,21860,19545,20114,19425,19020,22240,21904,20317,20190,19406,21054,21066,19751,18729,22165,22408,20160,18494,21174,20032,20613,18422,22859,22102,20287,20347,20772,19748,19717,20092,19162,20191,19754,19943,19340,20545,23126,21892,21540,20369,17723,18795,19666,21172,22225,21903,20680,21111,21281,20262,22112,23801,23187,21499,21933,21384,21439,20038,20751,19144,22465,20030,23965,22592,22738,19856,21232,22051,21625,21173,22033,22831,21083,20632,22905,23390,21433,21124,21200,22073,21373,21273,21501,19217,20054,21848,21607,24788,21134,21004,19121,23081,23058,24008,22669,19421,21434,21699,18712,24500,20441,22395,24167,23355,22078,20228,23780,22754,25292,23379,24407,23039,20624,22843,23309,22347,22742,24740,21626,23711,21117,23196,20407,23511,21740,21247,22733,20919,22741
231.1503,Tymazoline,13569,12744,11883,11906,13968,12142,12515,11431,11924,12850,13463,11306,11459,12230,13459,12723,14219,11801,13054,12292,10853,12932,12866,13364,14463,12758,14918,14440,12637,14077,12838,12754,13087,14048,14855,13547,14066,12359,12493,14823,13522,14353,13968,13483,12786,12744,14324,11729,12192,13578,12746,12511,14706,14703,12869,12702,12887,14862,14725,13398,12778,10509,13043,12648,13259,12982,13018,14692,12526,13961,12691,13605,13326,13574,13070,13165,11484,14051,13106,13891,13639,12898,14055,13897,12680,12661,13027,13384,13361,11311,13703,13443,12412,13104,14170,12787,14069,11678,12166,12811,14740,12873,13213,12802,13071,14088,13320,13630,12784,13260,13721,11249,14805,12839,13622,13378,14321,12740,11946,12351,11291,14368,13033,11706,15617,16687,12396,13582,10905,13391,12866,12644,13422,13643,14225,12687,12383,12352,14990,12707,14272,13534,13348,15464,13800,13702,13225,14737,12013,13092,12059,15107,13302,14145,12376,13783,14783,13055,13171,12495,14793,13243,13069,14466,13924,12940,13792,12920,12793,12227,13870,14352,13322,13765,13602,13632,13936,13298,12765,13296,13584,13683,14958,13925,13819,12757,13256,12454,14456,13694,12817,15192,14300,12802,13539,15122,12244,14213,13064,14986,13263,13031,15574,13070,13105,15116,14074,13826,15628
232.0839,Hirsutin,25104,26431,29263,28249,25517,26507,26624,27154,32271,25737,26545,27528,28736,27640,28072,26844,29628,29485,30482,26724,27869,27483,26738,27786,28592,29454,29573,31633,30463,29342,30356,27076,26279,27866,28010,29057,28281,29772,29352,31156,26500,26352,29317,27794,27268,26877,27147,30891,29664,28998,27609,29577,28099,28699,28219,29746,30671,29382,30141,29061,26347,26689,28205,30512,29208,29344,28019,26090,28391,28832,28700,26432,26697,26208,27433,30715,29462,31181,30446,27943,28901,26909,26684,28749,26674,27909,25973,28097,30393,26697,24367,29074,27423,27515,29810,28528,25466,26209,27610,29330,30222,27421,27531,27740,30465,26415,29266,27697,28210,28401,29404,29742,26439,27623,29510,30611,27777,25609,28656,27565,27255,24339,30681,31015,30140,27821,27057,28475,29989,28061,29515,33034,31369,28505,27302,30570,30848,28222,27342,29143,30876,27507,28658,31003,27919,28287,29307,27636,28271,29716,28806,28142,29177,31601,29102,27703,28463,26751,27898,30521,31921,30985,28760,30519,26361,31722,29586,31336,31871,28704,31285,27949,31139,28294,29961,29177,28848,29338,29088,28192,27812,27958,30764,34399,27948,30607,31404,31504,30103,29893,29517,31565,31665,27926,29521,34567,30699,30289,31753,28170,26626,29104,30244,28286,27937,32684,30505,30126,25935
232.0928,Asparaginyl-Threonine,12391,12510,15170,12775,12089,13445,13039,11804,12823,12451,11966,11871,12776,11981,14317,13043,12523,14506,11956,11811,12293,14077,10622,12740,11361,13085,13098,13160,12919,12554,11924,11972,11628,13437,12812,14097,12290,13572,12121,11932,13612,11005,11640,11952,12421,11261,10952,13236,11547,13622,12224,11845,11181,13959,13526,14738,13687,12457,13349,11982,13122,11443,13418,12752,11275,12684,12225,12221,12139,13238,13743,11581,11439,12681,14890,13905,13523,12884,12447,12536,13386,13825,12070,12158,12405,11031,12712,12303,11893,11954,13234,12451,13404,13316,10522,12497,13861,12022,12861,12974,12953,13405,13415,13423,13492,11869,12164,11964,12117,12648,13032,12319,11863,11653,12856,12190,12271,11343,11263,12264,11643,12255,12381,14384,12978,11116,12114,12397,11327,12400,12771,12193,11784,12140,13321,12021,11064,11973,10952,11159,11717,12529,13134,14128,13210,13646,11546,12576,12327,13231,12092,13350,13545,11813,12539,10566,13797,14611,13163,12334,10928,12691,12190,13461,11249,13069,14049,13400,12790,12847,13482,10957,13639,12686,14576,11402,11772,11849,13601,12160,12161,12853,12360,11204,12443,11333,13282,12103,13016,11797,12011,12042,13277,12719,12789,13219,11909,13562,12059,12450,11521,11018,13524,12127,11754,13113,13617,12702,12278
233.012,"(4-ethyl-2,6-dihydroxyphenyl)oxidanesulfonic acid",15221,13662,15467,13344,14067,13785,15068,12488,14401,14483,13282,15643,14855,11277,14179,13239,12900,15146,12343,13086,15445,12211,11186,15443,12193,12878,12411,12663,13284,14221,14717,14682,13364,13727,14766,12441,15403,13940,13431,14209,13043,15190,13766,13052,14091,14798,15043,14012,13832,13545,14688,13755,14181,14074,14333,14341,12318,13935,12280,13704,13623,13962,13085,14310,15043,16265,14613,14923,14353,16173,15500,14121,13064,15455,13583,12635,13698,13203,13207,12302,13619,14531,14644,13619,12351,12904,13310,12864,13970,15342,12301,13284,14469,13702,14209,13295,14631,13676,13053,13213,15326,12316,15356,13520,12542,14592,14119,14238,14695,14267,14128,14201,15775,12282,14932,13201,13624,14053,15284,16570,11831,14419,14509,14264,16890,17161,12752,13082,13947,12983,18293,13928,14927,12274,15183,15592,12974,12516,12737,13939,13683,14211,14413,14619,13405,15599,13956,12051,13199,12648,12347,13055,13904,14185,12604,13694,13294,13264,14355,13311,11864,15018,16545,12224,13125,11589,12787,13936,13613,15553,13921,14096,18045,11895,13459,12999,13862,16048,16541,16273,14290,12690,12450,12198,13879,13949,13923,14000,14368,14268,12046,13324,14143,13022,13806,13514,15874,14463,16518,13754,13160,13201,12928,12574,12787,11741,13578,13486,12516
233.0599,Cysteinyl-Hydroxyproline,17161,18514,18947,20587,20573,17485,18452,20797,19798,19129,18768,19617,19571,20454,19586,18796,19025,18650,19270,19706,17955,17068,19421,19361,18307,16345,20144,18543,17825,20294,18791,19172,18484,19334,18660,16959,18624,18948,18907,18572,18346,19097,18492,18251,19640,18413,19649,18006,19951,19805,20974,17563,20794,20379,18687,20347,19071,20153,17310,19201,16732,19751,20609,21298,19530,18982,18841,19892,19228,19265,18023,18767,18945,18639,20719,19092,20154,18307,19257,20035,17968,20782,19791,19186,18193,20694,21112,19207,19250,18239,19529,20425,19059,18109,20118,18995,19801,19294,18764,19011,17000,19527,19544,19153,19555,18862,19153,20319,19770,21082,20444,22544,18771,18695,19147,20516,19029,19127,25310,22628,20766,21818,20861,22901,20121,22518,23205,20925,20367,20298,21435,21097,17567,21984,20789,23509,20900,20159,20662,18143,19128,20716,23756,19842,19012,17800,20707,18097,19998,19675,19233,17219,18181,21241,22925,18755,22342,19411,17724,19868,21350,21323,17305,17640,18157,20495,19515,19915,20324,19234,19497,19497,19447,20012,17750,20517,18720,20781,20506,18394,19443,18627,19674,16821,19341,22004,23582,19787,17754,19111,20810,19633,19765,21015,22234,19731,22340,21663,21676,20227,19660,22388,21168,20589,22147,20885,22337,19754,20519
233.0681,1-Isopropyl citrate,16893,18214,16170,15855,18005,18412,17546,17872,17024,17026,18071,16733,17918,16597,19265,17938,17975,19095,16426,18356,18397,18885,16650,18460,19156,18950,17889,20384,16748,19251,18548,17233,15799,20116,17391,20030,19726,19455,21041,17335,18567,18917,16829,16873,18059,17247,17911,18245,16714,17689,18729,18267,17908,17718,18827,18279,19028,19399,19038,15795,18452,17421,19703,17781,17438,19232,15850,17997,18547,18709,19263,20254,18613,19145,18915,18329,17368,19699,20306,18433,17693,19652,20025,18557,18375,18684,17395,16924,20076,16281,18424,20127,18907,16291,17673,18828,17751,17485,17314,17005,17249,17544,17862,18248,19624,19277,18304,16816,18599,17572,16751,17029,17838,16659,17058,17398,19099,16326,16335,17588,19122,18379,19038,18388,16291,16648,17815,16842,18585,20212,20326,18310,18324,18724,17522,18894,18173,17566,17703,16236,19120,17378,17734,17638,17792,19451,19227,16978,17517,19385,18468,19035,17817,18017,18532,19525,18210,18978,19820,20784,18671,17445,19096,17769,17283,17634,18036,22252,19419,21194,19056,19602,20436,17821,18411,20908,16118,19225,19921,18680,17075,17258,19923,18360,17945,18968,19372,20229,20441,21550,20665,18754,17518,17880,19089,20304,18860,19492,17880,19582,19331,20103,19957,18917,19784,19956,17081,22546,20215
233.0781,L-beta-aspartyl-L-threonine,25955,22436,22628,21039,19860,23423,22768,23039,27386,29969,22365,22954,24240,20986,22254,21203,24730,27125,22695,21594,20895,21057,20803,20240,22469,21346,19452,19670,20358,23448,22209,21193,21790,21232,22289,22294,22321,21685,25071,24206,22764,22924,23808,21854,22901,19918,22381,20954,22383,20868,23132,23264,21124,20579,27477,27177,22387,21556,23851,24175,23431,23198,20552,23053,18221,21255,19595,20163,21114,24066,22744,21133,24935,26270,26611,29218,27105,26495,22006,20924,21304,22493,24788,25537,22058,22111,22544,21090,23501,23374,25061,24670,19652,21802,25709,24532,20623,21690,20600,21936,24885,24333,23134,21941,21411,22563,21625,19468,23003,20947,26142,28333,21035,22513,23668,24209,19991,21615,21462,21780,20737,20686,18315,21452,21370,22603,20984,20579,25954,27421,27607,28100,21158,22739,25727,25131,19408,20441,21867,20977,21178,19015,19781,19799,19537,20017,18945,19108,20418,21081,17661,24082,24754,19379,19544,19482,19989,19687,21503,19515,20140,20081,20376,21166,20822,18580,18301,19465,19918,20532,22091,21156,20265,28693,29886,20849,21939,22364,23514,23417,24246,19503,21626,21716,23354,17373,20712,26506,28452,20548,20698,20209,17730,21339,18675,19909,18689,22122,24100,19897,20356,19835,20767,20200,20097,19298,21176,19113,23172
233.0934,5-Methoxytryptophan,36691,36695,38039,41950,43108,40688,42718,46427,41264,44891,46629,43460,42815,44846,44552,50258,43945,47831,46828,49483,48050,46491,48385,46924,48591,50406,49673,50500,51945,55565,51325,48942,46856,46029,43694,47861,51655,46832,44088,50297,47357,48300,42239,46330,43913,42022,49057,47913,44220,48890,45578,51135,47165,50220,47557,50079,53342,52116,60592,51434,44726,44164,50186,49519,43793,47934,48332,50354,48326,51011,53633,48746,45601,44724,48266,48141,46308,45538,47664,47481,48565,48279,44063,46640,41737,44958,46920,44203,48041,43203,48189,46180,44930,39584,43675,46277,46406,45127,45835,45263,47082,46329,44289,46011,48961,49290,44940,48015,45893,44131,48175,47876,47732,46339,43432,48873,50273,48510,52164,50096,47682,48601,52371,50375,51354,47283,44031,47526,51318,48816,50833,54093,49986,49085,49501,50269,50163,48923,47569,48736,46435,50023,50745,52631,47113,48685,46548,45921,51159,48773,49600,47956,49662,50188,54492,56530,55562,55087,53281,54374,53095,51540,55385,53438,45962,47170,49619,53665,52823,52302,51491,49644,50011,52788,52907,48029,48243,50274,50815,49995,50611,52187,54394,50259,53057,52434,53505,58913,53203,50529,53049,51756,50153,48640,50421,49668,53510,53621,52856,50528,49182,47555,55543,50557,49624,53005,53391,55326,56128
233.13,4-Coumaroylputrescine,17399,15967,18376,17104,16938,18062,17747,19856,16804,17518,19183,19489,19714,17608,16855,20393,17365,19710,18662,20189,20791,22317,21396,18455,19799,19170,16787,18909,19682,20052,20125,19734,18704,18713,20170,18017,19174,19400,20210,19196,19391,19162,18451,20303,17562,18405,18884,18795,19122,18180,19219,20619,20195,18752,17429,20078,21978,20406,22008,21032,18183,18383,20326,19295,19535,21310,18031,19816,18978,20238,20105,21611,19813,21543,20142,19518,19713,17182,19819,20160,18522,18417,19024,19882,15806,17888,19606,19155,16834,20362,19101,19608,17107,18436,18789,18672,18504,18372,18387,22439,20686,19314,18848,19015,19358,19258,19337,17679,17594,19591,17504,17319,19526,18904,19629,19924,19963,18012,19108,20092,20291,19572,19310,18497,18894,19108,19353,18520,20264,18500,19228,18179,18841,21167,19090,20098,18257,18248,17804,16906,18142,19434,19658,19387,20469,19701,19422,16918,18276,18638,19259,19185,20459,20468,19929,21489,21239,22274,21356,20596,21310,20696,20570,20254,20213,17964,20600,21659,19811,20687,19167,20280,19277,20332,21633,20225,20618,21858,20296,20613,19108,21342,19885,19711,21459,19530,20832,22100,21763,21119,18599,21130,21816,19837,20559,19963,19126,18180,20486,19569,19094,19451,20950,19418,21215,18445,20733,23887,21964
233.1549,Valerenic acid,26238,24666,23131,24796,24074,25554,23142,23541,23045,26210,23628,22645,22864,24009,23939,26600,23930,21789,25217,22871,22944,22386,23995,23261,21640,26043,21951,27267,21994,22179,24412,22132,24290,22418,23310,20522,23823,20955,23481,26198,24592,23939,22693,23733,24599,23881,22994,24556,22661,21726,22311,21137,23862,23409,21738,23228,20549,21310,25259,20752,23137,23519,26817,22798,22934,22436,23322,23125,22990,24645,23646,22065,23521,24019,23132,22799,24114,25978,24153,22856,23793,27206,22011,23941,23250,23948,22341,22154,23655,24822,24989,23636,24207,24854,25755,26050,25883,21253,25584,24030,26422,23335,23030,24381,22846,22624,22742,23925,22130,24803,23955,22947,22832,23850,23769,24554,24294,25810,23753,22420,24763,23535,23430,25083,26429,23869,23963,21097,24999,23173,24132,23657,23631,24066,22374,23835,23769,21755,22809,22691,24112,23198,22366,25853,25017,24581,23960,22857,22236,23586,24533,27260,23452,22398,23191,25052,26668,23197,24356,24288,23389,23139,23919,25153,23352,22198,22970,24556,24751,24797,24009,23187,24033,22034,25102,25721,23405,23842,24950,24127,25739,24068,24187,22772,23946,23252,23882,25090,21888,25758,24991,24118,22827,24517,26604,23254,23154,22869,23901,24234,23851,23941,24824,26422,26295,23494,21127,23596,25967
233.1659,Lidocaine,14809,12607,13513,12426,13617,13086,11940,13740,13556,14170,13925,14151,13340,12356,16468,12938,14933,13249,13628,13944,14919,13882,15988,13913,15230,14370,15950,14781,13768,14128,13687,14710,15316,15326,14109,14143,13210,16545,15243,13438,16842,14687,15801,16452,12476,16216,13496,14038,14282,14623,15274,14787,12787,13715,13809,15363,15060,16317,16000,13394,17291,14191,12282,15552,13804,15950,13289,14225,14748,15636,16763,14498,16008,14245,13335,15335,14796,14313,15578,14364,14372,14387,14351,15770,14434,16169,13091,15336,14950,13865,14740,13741,15160,13664,14675,14004,15357,13416,15559,15220,14644,15355,14732,13085,14912,15125,13606,15384,13598,15567,15125,14015,14343,15039,13514,14503,15611,14479,14586,13504,13800,13952,15297,14492,15510,14205,13082,14771,15121,14225,16450,13623,15228,14596,13712,13629,13632,14016,14043,13150,14071,13111,13913,15263,15915,15101,15733,15483,13925,14731,14127,13869,13734,13351,13413,17897,15031,12325,17278,15019,15054,16324,16587,13147,13943,14007,15488,16315,15134,13777,15960,15705,14568,14148,17148,14912,15081,15869,16268,14110,15246,14987,12951,13544,14214,14050,13728,14846,16764,15583,15068,16502,15850,16241,15264,15134,13935,15009,14820,16756,15522,14766,16261,15257,15172,14256,14722,15565,14928
