ionMz,Top annotation name,mansuy8_059,mansuy8_059,mansuy8_036,mansuy8_036,mansuy8_054,mansuy8_054,mansuy8_030,mansuy8_030,mansuy8_074,mansuy8_074,mansuy8_011,mansuy8_011,mansuy8_049,mansuy8_049,mansuy8_005,mansuy8_005,mansuy8_044,mansuy8_044,mansuy8_032,mansuy8_032,mansuy8_050,mansuy8_050,mansuy8_020,mansuy8_020,mansuy8_024,mansuy8_024,mansuy8_019,mansuy8_019,mansuy8_060,mansuy8_060,mansuy8_017,mansuy8_017,mansuy8_070,mansuy8_070,mansuy8_033,mansuy8_033,mansuy8_068,mansuy8_068,mansuy8_055,mansuy8_055,mansuy8_031,mansuy8_031,mansuy8_034,mansuy8_034,mansuy8_018,mansuy8_018,mansuy8_066,mansuy8_066,mansuy8_080,mansuy8_080,mansuy8_041,mansuy8_041,mansuy8_027,mansuy8_027,mansuy8_056,mansuy8_056,mansuy8_071,mansuy8_071,mansuy8_043,mansuy8_043,mansuy8_012,mansuy8_012,mansuy8_029,mansuy8_029,mansuy8_035,mansuy8_035,mansuy8_015,mansuy8_015,mansuy8_078,mansuy8_078,mansuy8_004,mansuy8_004,mansuy8_079,mansuy8_079,mansuy8_064,mansuy8_064,mansuy8_077,mansuy8_077,mansuy8_040,mansuy8_040,mansuy8_039,mansuy8_039,mansuy8_028,mansuy8_028,mansuy8_065,mansuy8_065,mansuy8_023,mansuy8_023,mansuy8_053,mansuy8_053,mansuy8_022,mansuy8_022,mansuy8_026,mansuy8_026,mansuy8_072,mansuy8_072,mansuy8_063,mansuy8_063,mansuy8_061,mansuy8_061,mansuy8_069,mansuy8_069,mansuy8_062,mansuy8_062,mansuy8_067,mansuy8_067,mansuy8_076,mansuy8_076,mansuy8_073,mansuy8_073,mansuy8_045,mansuy8_045,mansuy8_014,mansuy8_014,mansuy8_057,mansuy8_057,mansuy8_025,mansuy8_025,mansuy8_010,mansuy8_010,mansuy8_021,mansuy8_021,mansuy8_042,mansuy8_042,mansuy8_037,mansuy8_037,mansuy8_016,mansuy8_016,mansuy8_075,mansuy8_075,mansuy8_051,mansuy8_051,mansuy8_038,mansuy8_038,mansuy8_052,mansuy8_052,mansuy8_006,mansuy8_006,mansuy8_112,mansuy8_112,mansuy8_102,mansuy8_102,mansuy8_108,mansuy8_108,mansuy8_100,mansuy8_095,mansuy8_095,mansuy8_101,mansuy8_101,mansuy8_103,mansuy8_103,mansuy8_098,mansuy8_098,mansuy8_113,mansuy8_113,mansuy8_116,mansuy8_116,mansuy8_096,mansuy8_096,mansuy8_105,mansuy8_105,mansuy8_089,mansuy8_089,mansuy8_086,mansuy8_086,mansuy8_114,mansuy8_114,mansuy8_107,mansuy8_107,mansuy8_104,mansuy8_104,mansuy8_111,mansuy8_111,mansuy8_097,mansuy8_097,mansuy8_081,mansuy8_081,mansuy8_082,mansuy8_082,mansuy8_088,mansuy8_088,mansuy8_092,mansuy8_092,mansuy8_094,mansuy8_094,mansuy8_115,mansuy8_115,mansuy8_093,mansuy8_093,mansuy8_085,mansuy8_085,mansuy8_084,mansuy8_084,mansuy8_087,mansuy8_087,mansuy8_083,mansuy8_083,mansuy8_099,mansuy8_099,mansuy8_091,mansuy8_091,mansuy8_109,mansuy8_109,mansuy8_106,mansuy8_106,mansuy8_090,mansuy8_090,mansuy8_110,mansuy8_110
234.0756,3-Oxo-carbofuran,21087,19817,20526,23069,21968,20932,23175,19670,21014,21306,22036,21757,20515,21279,21063,22148,22032,22093,24464,24542,24434,20742,22719,24847,22382,21970,23225,23475,25103,24127,24009,22347,22923,21420,20287,21851,22081,22442,23383,22263,21024,21742,21825,20957,21401,22880,20740,24021,21129,23401,21531,22073,21957,21083,21157,21516,24219,21995,23152,22048,19671,20494,21244,22501,21068,22561,19891,22554,22217,22295,22103,21859,25114,20141,20089,21552,22253,21585,22757,22064,22137,23880,22691,20850,19531,21800,20898,21170,21387,18835,20596,22115,20561,21018,18772,20699,20887,19650,22242,21586,20719,17411,19663,21608,21459,22617,20288,20273,20862,20460,20870,21095,21583,20369,19772,20017,21125,21950,23101,20873,21431,20333,20529,20785,24057,23847,19710,21723,21664,21468,20798,21850,22994,20899,24244,21676,20476,20202,19772,19911,20700,20810,21318,22322,20036,24120,21279,20725,22901,21614,19824,19766,19314,23435,24003,22902,26181,24547,20796,23969,21941,21237,22581,22771,21523,21886,23160,22358,22137,21649,20005,22602,25407,22970,20780,21921,20542,21063,21345,21255,21266,20265,21044,20802,20041,20994,23444,24248,22505,22225,21692,21735,22229,21244,19769,21903,22151,22245,21404,21472,23603,21486,20484,19008,22698,20720,20958,21274,22835
234.1596,Procainamide,13711,15092,13067,15939,15985,15028,13024,14399,15766,13769,15370,14025,14064,15709,14162,13869,15317,14336,16667,14634,16412,13719,13780,13789,15925,13803,17485,14186,14693,13813,13855,13809,13497,13387,16372,14058,14312,13715,14105,14486,14088,15120,14196,14813,15082,14382,13750,13864,15692,16781,14621,13486,13704,15579,15456,13312,13391,14461,14513,13031,13000,14682,15884,13792,16769,15394,13210,14912,14089,17340,13336,13114,14053,12646,15145,13688,12605,14677,14358,16020,14838,14956,14388,14973,14519,14588,12924,14770,13984,13134,14406,13241,14686,13867,13982,15147,14292,16191,14215,13190,13635,14423,14153,15978,13910,13510,15213,14449,14531,14576,13556,13942,14922,13991,13836,13108,14567,14318,14667,16189,14611,14266,14885,14418,15702,15470,14545,14278,15323,14914,14836,13289,14114,15030,14071,14011,13907,14228,14142,14134,12927,15339,14622,13919,16227,16906,14847,13434,15186,14229,13519,14531,13849,16162,14340,16221,15671,13717,14533,17503,15697,14364,13542,14291,13750,15998,14384,13638,17141,14039,14572,15207,13179,15668,13621,13944,16863,14544,13568,13584,14816,16062,14998,14212,16027,15007,13705,15162,16272,14519,14157,15551,13290,15054,16429,17110,14155,15867,14762,13778,14927,16166,14474,14696,14702,16687,13559,14521,14468
234.9946,Methazolamide,14283,15402,15248,15454,14843,14491,12704,15139,13060,12150,13937,14175,14437,14878,15341,14507,13864,15593,13900,14665,15815,15555,15699,14044,13758,14814,16165,14179,13932,13716,14281,12907,14746,13367,13730,16516,13899,13024,14475,13234,13439,13372,14252,13780,14697,14733,17831,15869,16575,13653,14044,13509,14353,13633,13570,15601,14183,13909,14591,14141,13200,13291,14261,13909,14599,12827,15052,14468,13212,14230,14218,13832,13073,13073,16788,15152,15499,16419,15053,14229,14385,15124,14326,14801,14773,14645,14344,14189,14813,14392,16594,15951,17256,14074,14214,15117,14326,13724,14097,15211,15675,13501,15155,13678,16303,14358,15669,18147,14667,15510,13715,15396,16397,16001,14584,14461,15651,14445,14236,14872,14903,13596,14445,15969,15057,16158,14211,14084,13042,13993,14621,15206,15840,14315,16925,14901,13959,13128,14818,15554,15658,15395,13834,14439,15078,13956,14120,13400,14256,12688,15587,12990,15218,14956,14334,13901,14545,14011,15848,12804,15404,14033,15830,14176,15084,14266,14635,13298,15321,13725,12438,12882,16219,13579,16330,16001,14278,14387,15055,16227,15293,14764,15134,13909,13451,15210,16068,14846,15941,14397,14939,12785,12719,14720,15670,14184,13754,15815,13373,14025,14363,15631,14286,14637,15685,17854,14479,15063,13939
235.0467,"6-(acetyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",13923,12762,12450,14036,12290,11568,11959,13361,12752,11114,11989,12684,14834,12426,11997,13186,12942,12139,13772,12539,11970,12949,12770,10786,12209,11844,9843,12540,12409,13032,12304,11722,12718,12435,12054,11509,12957,16031,12886,13829,13627,11872,11094,10922,12810,10586,11951,12118,12092,10662,11306,10896,11825,10869,10802,11068,11805,12318,13841,13144,12517,10484,11227,12969,13378,11621,11014,11289,10637,10906,11035,11912,11109,11864,12514,12724,12612,12424,12831,11652,12011,15398,13263,11157,12800,13820,11704,12788,11101,12125,13485,11465,10697,12333,11860,12372,12686,12495,11401,12406,10759,11156,11479,10280,10583,12354,12725,12160,13981,11008,10276,12268,12587,9948,13768,12394,10964,13338,12612,10762,12322,10371,12170,12562,11058,12118,10527,13217,12489,13096,13005,13129,12106,11741,12885,15328,11200,12292,11968,12089,11505,13000,11377,10981,13654,10965,12381,11676,10783,12302,10703,12254,12007,11696,10113,10259,11415,12025,11426,12594,10498,10512,11493,12377,11431,11928,11417,11220,12207,11030,10525,11419,10686,10615,11645,13910,11434,12820,10999,13299,11402,11485,12018,10564,10772,13120,12188,10963,12901,10347,12613,11086,12694,12698,9802,11899,12079,13364,11626,10433,10906,12027,12255,13039,12283,10727,12821,10246,11083
235.0621,Dillapional,14837,16287,16147,16164,16260,16856,17759,16486,15003,17911,18889,15063,17323,17122,14816,16048,16589,18432,19543,15521,15050,16725,17477,15812,18296,17737,15279,19501,16083,17378,18556,15937,16685,17826,16147,19097,15567,16766,16683,19167,17221,17502,16376,16080,15896,16157,16226,17168,14360,17542,15242,16337,16141,17663,15338,16193,17023,16898,17565,15370,16308,16444,18241,17224,14474,18190,15822,15544,17614,16379,16890,16592,17793,18145,16878,17439,15253,17382,17735,16452,16743,16776,18562,17470,15311,18095,15595,17631,18676,17197,16311,16406,17058,17600,15976,16305,16487,16813,17905,17738,16792,18983,15549,15492,16928,17175,15737,16288,18448,15919,16132,15599,17250,17566,15862,17405,14842,14793,14838,16926,17025,15168,19483,17999,15658,18031,15491,17224,15220,18807,17911,17821,16650,17062,17080,16592,16063,15424,14887,15890,16033,16727,15694,14761,18919,15290,16773,15699,16299,15947,17850,14672,18368,16492,14484,16736,18008,18313,15845,19049,16980,15649,16386,14324,16324,17124,16092,18272,16526,15746,16625,17678,15473,16416,15724,16245,15719,17582,16049,16494,16075,16745,18326,17261,16421,13472,14743,15465,18419,17765,14852,15715,16044,16075,15373,15835,17732,18691,15959,17184,16941,19370,17389,15934,17408,15282,18090,17579,17643
235.0833,Didanosine,19606,21034,24146,20833,21578,21346,20742,22398,18927,20884,23873,22755,20140,19281,21791,21591,22420,23995,21922,21450,23225,19902,21770,22386,22532,24091,23479,23511,26066,22647,24583,21324,20885,21710,22960,21080,20624,22212,21265,25530,20983,20575,22399,20384,20035,23667,21417,22991,21128,24772,23021,20704,23001,23888,22714,23837,22596,20558,25014,21986,20986,24572,19962,23353,22545,21619,23732,22917,22231,24212,22921,21010,22113,21215,22111,21365,22353,20849,24584,21845,23675,21817,22184,23561,20969,20879,21787,22445,22312,21042,21040,21951,19169,22528,19009,21887,20661,22510,19638,22362,22117,22901,20322,23926,23110,25171,21022,23058,20573,20603,20870,23024,22243,20821,22253,20369,22704,23822,22153,22315,19706,20067,21974,21392,21498,23064,22843,23846,24150,22701,22586,23650,23473,23827,21413,20128,20730,21642,21256,23627,24471,23122,18911,22992,22462,22835,20938,25074,21317,20239,20602,23385,21896,22988,25096,22678,23317,22239,22678,23883,22719,22560,24053,22269,22892,21906,24640,23442,23845,25127,21842,23143,24058,24715,23534,23903,23220,23200,23350,23601,22250,21842,24319,21258,23059,23517,25262,22482,23704,23640,23222,20382,22639,20468,25254,22613,22797,25717,23512,22902,24237,21374,24204,24551,22582,22061,23964,25784,25783
235.0977,Ethyl vanillin isobutyrate,13095,14849,13898,13290,13638,15936,12421,16589,12895,13030,13022,13393,15212,11909,12269,15338,14099,12513,14381,14124,13869,13549,13526,12127,13740,13610,13007,14758,14415,13595,13975,12763,15387,12823,13198,13677,13362,15106,14541,13559,14658,15426,15345,13906,13375,12571,16234,12623,14095,12977,15665,14009,15201,14661,12169,11870,12279,13505,13154,14359,15907,13055,14504,12225,17059,13669,12316,13405,15261,12674,15156,12400,12950,12822,15809,14996,16473,13698,13141,12980,14461,12697,15592,13416,14823,13643,14450,12711,13852,13754,13790,12901,12238,14086,14127,12786,14159,14317,13195,13549,13977,13971,12843,13969,14126,12339,12887,12580,13309,13087,11922,15285,15471,14743,14320,15355,13929,15128,12935,13365,11665,13469,15572,16518,14277,12797,13355,16380,15904,15231,12818,13646,15251,14618,13972,16345,11591,13177,13691,13398,12718,13225,13212,12777,12664,13678,12812,12821,15265,14102,12466,14494,11998,12251,13070,13597,12972,12415,13983,16093,14186,13129,12070,13320,11912,13677,13527,13174,13562,15264,12708,13596,12347,11833,12342,13537,16224,12900,13010,12374,13206,13865,14113,14804,16736,14065,13836,13614,12875,15196,14710,11151,12503,13520,14630,14199,13448,12821,14141,13851,12961,14153,13470,14287,13888,12149,13507,14250,14620
235.109,Hexobarbital,23357,25154,23553,23794,24462,28564,25373,25661,25633,25444,25018,25207,27099,24194,23722,25922,28460,29078,26505,25384,26725,24776,26272,24918,25560,25691,29992,27966,29139,31441,27091,24974,24822,23613,27576,26784,26115,26340,25066,24874,25445,25064,27677,26008,24732,25089,27246,27794,27655,27155,26270,25973,30561,27610,25815,25629,28080,26853,26727,28575,26382,27176,27041,27454,28847,31377,28082,27161,27680,26509,28654,24464,26422,26785,29171,27115,24011,27383,28079,26072,26599,28094,24246,23508,24444,26181,26309,24345,23540,23336,22851,25139,27715,25227,24579,26001,24238,26288,27110,27645,26587,24920,22838,26942,26454,26484,24101,26349,25925,25666,25231,26112,26120,25777,24346,28981,28430,27044,27347,26785,26090,27271,29925,27758,25148,26574,28790,28235,27583,27866,28236,27994,28396,31091,28694,23285,26195,28601,24943,27033,27016,26727,27570,27763,26925,24816,24427,27943,28118,27190,29796,29310,26790,27701,31531,29478,31302,28851,29272,28944,29676,26453,26482,26450,27304,26219,28859,29579,25957,26856,28914,30104,28454,27440,26162,29137,28678,27922,26529,27622,26792,27418,28817,27632,27461,29225,30494,29764,28277,26204,28738,27916,25418,24370,27467,27386,30178,27362,27123,26965,28046,23746,27764,27094,25021,30721,30216,28154,28187
235.1448,Procaine,13374,12001,12578,12822,10160,11516,12594,12466,10902,11420,12186,12096,9956,13675,12443,11044,12204,14417,12730,11653,12504,14509,11116,13103,11494,11889,13027,12647,10772,11155,11440,11783,12601,12724,13010,15715,12024,11644,12041,12893,13100,11399,13334,13281,12583,10871,12024,13405,11569,12576,11048,11433,13885,12185,10918,9764,10797,10152,13287,11489,10468,11666,12778,11171,11951,11630,11760,11556,12005,13340,11841,12372,13015,11519,11691,11809,10927,13103,11484,10546,11839,10817,13020,12796,10542,11694,11620,11660,11582,12244,10555,11495,13139,12243,11229,13313,11122,12245,12087,11409,12351,11552,12531,11617,11919,11403,12388,12058,12886,10541,12407,11895,10965,11287,11946,11558,11908,11143,11291,13068,10329,9829,13198,12167,12360,11587,11050,11180,10770,10770,11440,10389,12236,11111,11036,10394,11810,11744,10762,11479,11737,11162,11397,11930,11609,10987,12464,11009,11777,10129,11621,12664,12844,11231,12329,11400,12049,12082,11756,12359,11426,12353,11103,11811,10382,11639,10899,10934,12103,11345,11550,11825,10480,10779,11311,11665,11776,12248,10839,12916,10146,11709,12666,10234,10553,11570,11176,10874,10931,11918,13026,11112,10765,10235,13443,12706,10305,11330,10999,9808,11985,10337,14379,11030,10766,13678,12986,12122,9931
235.1703,Capsidiol,18295,16546,18409,17395,23958,21626,20697,17006,22472,21776,15963,18276,18034,16902,20530,23340,22430,20738,18870,19042,18256,20955,16670,17234,17349,16808,18972,19821,19284,20133,18544,18036,17492,17236,23933,25874,21270,20484,25451,23220,18485,19998,18832,19581,16788,15747,18326,17387,19439,17274,18427,20768,16727,14878,19842,20773,21027,20067,20119,20159,20622,21551,17966,16984,16920,18153,19055,17810,20372,21609,19018,20100,17360,19194,18369,17194,17163,18419,16450,16993,20482,17925,18391,18219,19180,17312,20539,20631,20116,19848,18353,16980,19360,18185,22338,20098,20334,20142,18424,14876,23573,24151,25647,23939,22647,23517,21460,19337,21918,20520,22514,24619,18997,16828,24303,24909,18818,17990,15893,15245,18898,19669,15641,15301,21381,19008,20134,20599,20336,21204,20265,19793,21118,20360,19675,19150,19837,20149,19513,22926,16033,17052,16010,15652,17601,17214,16830,23894,21769,20494,23291,22899,23971,21101,18633,20114,18500,27621,27025,18490,17602,20213,22048,18298,17593,17511,16823,17696,18068,19809,19565,17684,18016,18099,18197,24460,23245,19543,16582,21127,21753,19017,20100,20632,21464,19849,18938,19174,22770,15681,16397,15987,15666,16753,18650,15925,16296,17155,18150,16611,16959,18839,17966,17116,18599,21510,20573,20146,20263
236.0783,N-(1-Deoxy-1-fructosyl)glycine; 8-[(Aminomethyl)sulfanyl]-6-sulfanyloctanoi...,121059,124888,119897,127426,148607,148479,134288,127156,136941,135524,121588,125346,126119,134944,135571,128772,150777,143049,147083,138932,135601,134182,125189,140042,134594,132804,145496,145139,149357,150274,134045,125141,130914,126103,141454,139047,129573,125529,130485,132220,123824,116545,122171,122435,138823,141229,132545,124175,136083,133353,134538,132172,130925,138257,149659,141567,144694,142683,136238,127406,127635,137582,134027,134000,146173,156171,139072,124652,128331,124344,119172,117356,118114,122636,121033,127928,135471,136790,122874,124133,121013,114922,121170,112022,124374,125550,130146,126565,115301,111993,113903,109872,115825,121208,120966,133101,136292,128846,121167,118949,109403,115879,130515,123050,126654,120075,121938,132100,125489,125129,124273,129036,135751,124054,128679,129687,135392,128245,140246,136902,139978,146917,130665,125334,126001,123482,141440,145859,126372,123887,128653,134358,124755,123162,125096,132618,142445,142601,120983,116134,122984,123859,132709,136952,120668,117652,117293,137264,136455,127836,124617,123724,124734,146451,141455,134210,130693,136097,131833,129181,125335,123280,124513,122572,122262,143982,138219,128018,125433,133128,126959,117723,121391,111811,114665,119683,121378,125148,124029,119492,120994,125330,124143,123069,119832,153366,143330,125943,110851,122544,117093,118331,115051,124036,125236,132083,128261,131499,118870,121092,125536,126789,128607,128550,134821,145287,137527,131632,126862
236.0925,Salsoline-1-carboxylate,20177,18945,20312,18435,20882,22557,20453,20240,19284,19451,22023,19527,21884,19340,17648,20283,18158,20700,21352,19486,19988,19336,20086,20248,18883,19873,20994,18284,20590,22906,20002,20356,19390,20963,20649,20297,20420,22595,18166,18570,19466,20269,19913,19217,19407,22202,18539,19381,20679,19367,20729,20707,22028,19357,17797,18937,17215,21540,18164,19909,20860,21660,18842,21272,23635,20828,18906,21131,18841,20947,21373,19125,20301,21406,19447,21849,19432,21789,19988,20061,18343,19593,18829,19669,19328,22426,22434,22737,21119,18774,19633,18573,23372,22580,20433,19400,21875,21286,20016,20037,16356,18739,19061,19557,19337,17624,18373,18574,20074,18430,20913,18737,19842,18696,20083,22181,20471,18617,21167,22296,20444,21838,19545,20506,18129,18432,20275,20329,20881,19604,19037,21565,18752,18751,20346,21092,18283,20446,20370,19882,18643,19649,19226,20049,18753,19851,23350,20323,20505,20856,19362,22081,23744,22739,21914,18930,19010,19730,19139,20399,19733,17716,15852,21245,21359,18562,19957,20411,18917,20176,21887,22884,26032,18281,17052,18721,19954,22408,21120,19166,21704,21878,16880,18831,17304,22320,19788,16931,18351,19067,19440,22310,19522,20303,22129,18882,18706,19223,21063,19327,21442,19771,22524,19154,20214,16364,20812,19496,20288
237.0622,"3,4,5-trihydroxy-6-(2-hydroxyethoxy)oxane-2-carboxylic acid",19395,23192,21674,19471,18733,18812,22286,19134,21977,19922,21578,19264,18636,19257,21394,21104,21215,20060,22340,20494,20825,17347,22856,21311,18516,22170,20448,18154,20147,18843,18235,22252,20222,21904,20607,20251,23178,23245,19826,20836,19219,22324,20444,21021,20690,20906,18384,21650,21134,20243,16815,20557,20586,18248,22760,17424,18497,19844,20286,21866,19457,20526,23259,19887,18739,20606,21684,22289,21666,18314,21736,20977,20921,20786,19885,20392,18313,20509,20460,20322,22925,22227,20085,21746,19951,22769,21303,21695,20804,19253,21948,20651,18939,20257,19387,19593,19279,22803,21995,21191,18498,17900,21493,19218,22142,19060,21402,17158,19878,20150,20765,19806,17981,22210,20115,18936,20712,19848,18148,20256,21193,19332,23378,22535,20884,21644,18042,18547,20108,20401,22069,20566,19851,20262,20781,19751,17847,21636,18783,20338,19799,19515,18320,18954,19334,21274,21635,18188,21077,19390,21241,18708,19394,19374,20714,18316,21096,20402,20733,19884,19972,19789,20692,21202,21058,20306,18531,19017,20306,17395,18775,18903,18662,21371,19626,21960,18453,18460,20735,21568,20344,20826,18875,20395,20197,19396,19646,20087,21600,20440,19006,20000,21185,19381,18218,19960,19828,20548,20392,18631,20037,18262,19740,17361,19989,18301,19150,23111,20282
237.0762,"3,4,5-Trimethoxycinnamic acid",41286,43076,45123,43148,50854,47556,42350,42631,47153,50993,46028,41850,45558,44325,45386,44487,45229,48750,45694,47850,43182,44949,44437,43210,44783,46696,43630,45416,48262,48419,40485,39380,38760,41326,46552,47598,44336,42555,47415,43992,41120,41683,43688,43255,43218,40316,44477,47514,44919,46897,45593,45212,41341,43622,47590,48411,45928,43375,44294,45452,42259,42074,44034,45460,45429,44877,42591,41982,44495,42433,42133,44098,40957,41985,43547,45703,45280,44776,39242,45672,43292,44118,42653,38639,42726,42458,42689,44198,39545,42149,41052,43025,41621,41423,44064,45787,42150,43742,41219,45782,45358,43911,43591,42045,43234,44690,45563,46262,44922,40800,45182,44083,40258,37666,44587,43278,42623,44503,42170,43812,41976,41670,41689,44105,43024,46477,42822,46034,44943,45930,45222,43461,46120,48057,43402,45661,43079,44938,49841,51958,47536,45884,48115,46448,46016,42746,45364,46984,46792,46208,42843,41005,42805,48521,50358,46486,44453,43616,44486,46913,43699,44503,48544,42547,39082,46423,45180,43935,44659,47857,47650,47561,49722,45831,44936,44602,44902,46721,42582,45721,49555,47753,46071,49902,42848,46233,45784,41658,44113,44136,46703,44607,43000,42935,43786,44799,47131,51854,48472,44452,46257,43704,44581,44441,46511,46763,47446,43424,45323
237.0896,Felbamate,17954,18297,17175,14557,17044,16213,16245,17319,17602,17465,15702,19377,16796,14955,16070,16749,15349,15933,16333,14908,18142,15098,15334,16096,16041,16408,14816,15458,17771,17777,15633,19465,14892,17042,15247,15594,16206,15494,17262,15382,15996,17528,16587,16969,16855,16539,15583,16285,18689,16178,17388,16100,14933,16425,15887,13924,15015,16328,15565,18469,15521,16494,15382,17647,15864,15140,16702,17103,16821,14609,14567,15664,16548,16674,18749,16131,16351,16744,16150,15751,16573,16546,15906,16271,15759,15659,17004,17050,16432,15265,14189,17270,16517,16879,18990,14964,16814,16006,14078,15939,17206,16995,14428,16363,13686,16147,15457,13485,16942,14256,15060,16171,16931,16523,15386,14807,14699,14329,17853,16569,16760,14518,16941,16452,17949,14903,17665,15380,13806,16658,18581,15530,15485,17452,16113,16783,18721,14700,15054,17010,16753,14878,14933,15846,15482,15708,14628,17340,15849,14498,15088,16992,16539,16149,16965,14765,15459,16221,14368,14799,17429,14882,17241,14777,14953,16401,14079,16631,19346,14324,14873,14007,15928,15491,17963,15083,18710,16787,16308,16570,15725,15415,17522,15133,14611,17736,15669,15911,14557,16465,16392,15850,15185,15130,14956,14778,18724,15927,16403,17554,18271,15244,17329,14078,15900,16184,14591,16137,14411
237.1132,"2,2,4,4,-Tetramethyl-6-(1-oxopropyl)-1,3,5-cyclohexanetrione",16796,19454,18714,18409,18260,19144,19419,18972,18667,20988,17803,17504,18410,19300,18862,18610,17994,19571,19019,20172,17717,19605,16900,19696,16888,20279,16757,18780,20526,18713,18710,18498,18428,18003,18117,17306,19367,18765,15807,16236,20396,17672,19118,18476,20233,21054,18502,17034,19629,19798,20927,20970,19237,20792,17637,16710,17264,19395,17197,17690,17599,17891,19493,18681,18476,19302,20000,18044,16930,21000,18406,17626,16154,19876,15583,16805,17866,17908,18619,19758,17329,17343,17358,17741,19091,19615,18201,18086,18552,16193,18640,16398,20077,20129,15441,17826,18854,19659,17515,19189,16603,17606,17401,18120,18713,17428,16106,15834,17611,17664,21286,19049,19561,17401,18202,17967,17604,18373,18652,19202,19182,20070,16504,18601,19844,17579,18917,19426,15431,16857,20950,18957,16731,16179,18478,18879,18815,18401,17504,17149,19639,19731,22541,18676,17562,21151,19532,18281,16945,18337,17436,17285,18298,17849,18888,17519,18128,18791,16157,17067,15305,17758,16709,17841,17767,18087,16871,18017,20008,17395,18391,16655,19718,16199,16909,16648,17638,17126,18759,18022,15519,16882,19941,16194,17266,17823,15416,16863,16204,18835,16109,17310,18267,17465,17976,18228,18058,19782,22123,18142,17887,17551,18102,17558,17504,18335,17246,18732,20377
237.1245,Secobarbital,19327,19482,22512,23276,22523,22682,20372,22998,21178,20685,24764,23039,22577,20638,21777,21728,21673,24495,22077,23857,22725,24320,23448,25320,25787,21527,22493,25823,26495,25489,23758,25066,22908,23290,23449,23408,24300,26706,24347,22519,26090,24531,22471,23421,24402,22580,24137,23629,22710,26753,24210,25137,23061,22973,24059,22033,23111,23774,24776,23251,21861,25117,23716,22867,23168,23292,27359,22382,23580,23063,22672,22706,24806,23856,24694,23774,22299,21777,21573,24163,22164,22346,21261,21907,23289,24270,21622,22728,23548,21588,23640,22174,23328,22954,24948,21895,21541,22910,22489,23642,21836,24364,21653,22059,21501,21897,24110,21561,24163,24514,22340,24244,23607,22037,21737,22313,23237,24109,26494,23431,23753,24443,24467,25257,23552,22920,24628,24791,23400,22265,25479,23803,23812,21738,25822,25903,22866,23669,21494,21775,24943,22603,25546,23635,26804,23211,23001,22421,23241,22553,22775,24307,22134,24667,24879,26682,26503,24964,24354,24602,24728,22830,24909,24556,22685,26218,25615,27630,24809,23340,26047,25035,25513,22757,22984,23630,21203,23885,22281,23422,26507,25010,26826,25661,26235,23998,26964,28340,25681,25441,23720,23553,22094,24077,23626,24176,25998,26517,24940,24421,23461,24262,26912,26393,25137,23519,25210,26233,25238
